"SalePrice","OverallCond","LotArea","YearBuilt","CentralAir","GarageFinish","GarageCars"
128500,6,9920,"Old","Y","Y",1
275000,5,6563,"New","Y","Y",2
143000,5,4426,"New","Y","Y",2
124500,7,8120,"Old","Y","Y",2
135000,6,8172,"Old","Y","Y",1
320000,5,13286,"New","Y","Y",3
120500,6,6960,"Old","Y","Y",2
222000,9,21695,"New","Y","Y",2
194500,5,7314,"New","Y","Y",2
110000,5,11475,"Old","Y","Y",3
103000,5,6240,"Old","Y","Y",2
236500,5,5389,"New","Y","Y",2
187500,5,9590,"New","Y","Y",2
222500,5,11404,"New","Y","Y",2
131400,6,10000,"Old","Y","Y",1
108000,5,8978,"Old","Y","Y",1
163000,7,10800,"Old","N","Y",2
93500,4,8544,"Old","N","Y",2
239900,5,10463,"New","Y","Y",3
179000,5,10800,"New","Y","N",0
190000,5,9313,"New","Y","Y",2
132000,7,9600,"Old","Y","Y",2
142000,8,6768,"Old","Y","Y",1
179000,5,8450,"New","Y","Y",2
175000,6,12886,"Old","Y","Y",2
180000,5,5395,"New","Y","Y",2
299800,9,8963,"New","Y","Y",2
236000,5,8795,"New","Y","Y",2
265979,7,11700,"Old","N","Y",4
260400,5,10593,"New","Y","Y",2
98000,3,8405,"Old","N","Y",1
96500,7,8800,"Old","Y","N",0
162000,5,7750,"New","Y","Y",2
217000,5,9236,"New","Y","Y",2
275500,5,10240,"New","Y","Y",3
156000,8,7930,"Old","Y","Y",2
172500,5,3230,"New","Y","Y",2
212000,5,10769,"New","Y","Y",2
158900,5,11616,"New","Y","Y",2
179400,5,2280,"New","Y","Y",2
290000,5,12257,"New","Y","Y",3
127500,6,9100,"Old","Y","Y",1
100000,5,6911,"Old","Y","Y",2
215200,5,8640,"New","Y","Y",2
337000,5,9430,"New","Y","Y",3
270000,5,9549,"New","Y","Y",2
264132,5,14587,"New","Y","Y",2
196500,5,10421,"New","Y","Y",2
160000,7,12508,"Old","Y","Y",1
216837,5,9100,"New","Y","Y",2
538000,5,53504,"New","Y","Y",3
134900,5,7252,"New","Y","Y",2
102000,5,8877,"Old","Y","Y",2
107000,5,7819,"New","Y","Y",2
114500,5,10150,"Old","Y","Y",1
395000,5,14226,"New","Y","Y",3
162000,5,4500,"New","Y","Y",2
221500,5,11210,"New","Y","Y",3
142500,5,13350,"New","Y","Y",2
144000,5,8400,"New","Y","Y",2
135000,5,10530,"New","Y","Y",2
176000,5,7875,"New","Y","Y",2
175900,5,7153,"New","Y","Y",2
187100,5,16285,"New","Y","Y",2
165500,6,9101,"New","Y","Y",2
128000,6,6300,"Old","Y","N",0
161500,5,9790,"Old","Y","Y",2
139000,6,10800,"Old","Y","Y",1
233000,5,10142,"New","Y","Y",2
107900,7,6000,"Old","Y","Y",1
187500,8,12205,"Old","Y","Y",2
160200,5,3182,"New","Y","Y",2
146800,5,11333,"New","Y","Y",2
269790,5,9920,"New","Y","Y",2
225000,5,9158,"New","Y","Y",2
194500,5,10832,"New","Y","Y",2
171000,6,8400,"New","Y","Y",2
143500,5,8197,"New","Y","Y",2
110000,5,7677,"Old","Y","Y",1
485000,5,13518,"New","Y","Y",3
175000,7,7200,"Old","Y","Y",1
200000,5,12798,"New","Y","Y",2
109900,7,4800,"Old","Y","Y",2
189000,5,8199,"New","Y","Y",2
582933,5,13891,"New","Y","Y",3
118000,5,9000,"Old","Y","Y",1
227680,5,12274,"New","Y","Y",2
135500,5,9750,"Old","Y","Y",1
223500,6,21384,"Old","Y","Y",2
159950,5,13400,"Old","Y","Y",2
106000,5,8100,"Old","N","Y",2
181000,6,10140,"New","Y","Y",2
144500,5,4438,"New","Y","Y",2
55993,5,8712,"Old","N","Y",2
157900,6,9750,"Old","Y","Y",1
116000,7,8248,"Old","Y","Y",1
224900,5,12137,"New","Y","Y",2
137000,6,11425,"Old","Y","Y",1
271000,5,13265,"New","Y","Y",3
155000,7,8816,"New","Y","Y",2
224000,5,6371,"New","Y","Y",2
183000,5,7226,"New","Y","Y",2
93000,4,6000,"Old","N","Y",2
225000,5,12394,"New","Y","Y",2
139500,7,9900,"Old","Y","Y",1
232600,5,11216,"New","Y","Y",2
385000,5,14803,"New","Y","Y",3
109500,6,6130,"Old","Y","N",0
189000,5,8529,"New","Y","Y",2
185000,5,28698,"Old","Y","Y",2
147400,5,2544,"New","Y","Y",2
166000,5,11900,"Old","Y","Y",2
151000,5,3180,"New","Y","Y",2
237000,6,9548,"New","Y","Y",2
167000,6,10004,"Old","Y","Y",2
139950,6,7875,"Old","Y","Y",2
128000,7,9600,"Old","Y","Y",2
153500,6,8100,"Old","Y","Y",2
100000,5,1680,"New","Y","Y",1
144000,6,9525,"New","Y","Y",1
130500,6,11767,"Old","Y","Y",1
140000,8,12155,"Old","N","Y",1
157500,8,10440,"Old","Y","Y",2
174900,7,9020,"Old","Y","Y",2
141000,4,8000,"Old","N","N",0
153900,8,12665,"Old","Y","Y",3
171000,5,16647,"New","Y","Y",2
213000,5,9317,"New","Y","Y",2
133500,6,15523,"New","Y","Y",1
240000,8,45600,"Old","Y","Y",2
187000,7,9600,"New","Y","Y",2
131500,5,4435,"New","Y","Y",2
215000,5,3196,"New","Y","Y",2
164000,5,7128,"Old","Y","Y",1
158000,6,12095,"Old","Y","Y",2
170000,4,17920,"Old","Y","Y",2
127000,8,6897,"Old","Y","Y",1
147000,6,10970,"New","Y","Y",2
174000,5,8125,"New","Y","Y",2
152000,5,10400,"New","Y","Y",2
250000,7,11029,"Old","Y","Y",2
189950,8,7642,"Old","Y","Y",1
131500,4,11625,"Old","Y","Y",2
152000,5,9672,"New","Y","Y",2
132500,5,7931,"Old","Y","Y",1
250580,5,8640,"New","Y","Y",2
148500,6,8750,"Old","Y","Y",2
248900,5,10656,"New","Y","Y",3
129000,5,6970,"Old","Y","Y",2
169000,6,14762,"Old","Y","Y",2
236000,5,9938,"New","Y","Y",2
109500,5,6600,"Old","N","Y",1
200500,5,8750,"New","Y","Y",2
116000,7,8892,"Old","Y","Y",2
133000,7,12144,"Old","Y","Y",1
66500,6,5720,"Old","Y","Y",1
303477,5,9000,"New","Y","Y",2
132250,5,25286,"Old","Y","Y",2
350000,5,8834,"New","Y","Y",3
148000,7,11782,"Old","Y","Y",2
136500,8,7000,"New","Y","Y",1
157000,5,7024,"New","Y","Y",2
187500,5,13758,"New","Y","Y",2
178000,5,9636,"New","Y","Y",2
118500,5,6204,"Old","N","Y",1
100000,5,7150,"Old","Y","Y",1
328900,5,5119,"New","Y","Y",2
145000,5,8393,"Old","Y","Y",2
135500,7,16466,"Old","Y","Y",1
268000,6,15865,"Old","Y","Y",2
149500,4,12160,"Old","Y","Y",2
122900,7,8064,"Old","Y","Y",2
172500,5,11184,"New","Y","Y",2
154500,8,8414,"Old","Y","Y",1
165000,5,13284,"Old","Y","Y",1
118858,5,7018,"New","Y","Y",2
140000,5,7056,"Old","Y","Y",2
106500,6,8765,"Old","N","Y",1
142953,5,7018,"New","Y","Y",2
611657,5,12919,"New","Y","Y",3
135000,7,6993,"Old","Y","Y",1
110000,6,7340,"New","Y","Y",1
153000,7,8712,"Old","Y","Y",1
180000,5,7875,"New","Y","Y",2
240000,5,14859,"New","Y","Y",3
125500,6,6173,"Old","Y","Y",1
128000,5,9920,"Old","Y","Y",1
255000,5,13501,"New","Y","Y",3
250000,7,11500,"Old","Y","Y",1
131000,5,8885,"New","Y","Y",2
174000,5,12589,"New","Y","Y",2
154300,5,11600,"Old","Y","Y",2
143500,7,9286,"New","Y","Y",1
88000,7,6120,"Old","N","Y",1
145000,6,6270,"Old","N","Y",3
173733,5,3000,"New","Y","Y",2
75000,5,2001,"Old","Y","Y",1
35311,3,9000,"Old","N","Y",1
135000,6,17140,"Old","Y","Y",1
238000,5,13125,"New","Y","Y",3
176500,8,11029,"Old","Y","Y",2
201000,5,8462,"New","Y","Y",2
145900,7,8777,"Old","Y","N",0
169990,5,10237,"New","Y","Y",2
193000,5,8012,"New","Y","Y",2
207500,6,10240,"New","Y","Y",2
175000,6,15611,"New","Y","Y",2
285000,5,11999,"New","Y","Y",3
176000,5,9900,"Old","Y","Y",2
236500,5,11838,"New","Y","Y",2
222000,5,13006,"New","Y","Y",2
201000,5,8925,"New","Y","Y",3
117500,6,9100,"Old","Y","Y",1
320000,5,11670,"New","Y","Y",3
190000,5,8487,"New","Y","Y",2
242000,7,27650,"Old","Y","Y",2
79900,5,5825,"Old","Y","Y",2
184900,5,10083,"New","Y","Y",2
253000,5,9675,"New","Y","Y",2
239799,5,8760,"New","Y","Y",3
244400,7,24090,"Old","Y","Y",1
150900,5,12640,"New","Y","Y",2
214000,5,8755,"New","Y","Y",2
150000,3,7711,"New","Y","N",0
143000,4,25000,"Old","Y","Y",2
137500,6,14375,"Old","Y","Y",2
124900,6,8820,"Old","Y","Y",2
143000,6,8163,"Old","Y","Y",1
270000,5,14536,"New","Y","Y",3
192500,5,14006,"New","Y","Y",2
197500,7,9360,"New","Y","Y",2
129000,8,7200,"Old","Y","Y",2
119900,5,7800,"Old","Y","Y",1
133900,8,7200,"New","Y","Y",1
172000,4,11075,"Old","Y","Y",2
127500,5,9400,"New","Y","N",0
145000,6,7136,"Old","N","Y",2
124000,6,1300,"New","Y","Y",2
132000,5,7420,"Old","Y","Y",2
185000,5,8450,"New","Y","Y",2
155000,5,2572,"New","Y","Y",2
116500,7,7207,"Old","Y","N",0
272000,7,12227,"New","Y","Y",2
155000,6,2308,"New","Y","Y",2
239000,5,11923,"New","Y","Y",2
214900,5,11316,"New","Y","Y",2
178900,5,10237,"New","Y","Y",2
160000,7,9600,"Old","Y","Y",1
135000,7,7390,"Old","Y","Y",1
37900,6,5925,"Old","N","N",0
140000,5,10382,"Old","Y","Y",1
135000,4,10800,"Old","N","N",0
173000,5,2268,"New","Y","Y",2
99500,5,7892,"New","Y","Y",1
182000,5,11639,"New","Y","Y",2
167500,8,11414,"Old","N","Y",2
165000,5,2651,"New","Y","Y",2
85500,7,5900,"Old","Y","N",0
199900,5,4274,"New","Y","Y",2
110000,5,9450,"Old","Y","Y",2
139000,6,8816,"Old","Y","Y",2
178400,9,12122,"Old","Y","Y",2
336000,5,12203,"New","Y","Y",3
159895,5,3182,"New","Y","Y",2
255900,5,11250,"New","Y","Y",2
126000,5,10125,"New","Y","Y",2
125000,5,10880,"Old","N","Y",1
117000,8,5310,"Old","Y","Y",1
395192,5,10159,"New","Y","Y",3
195000,6,12046,"New","Y","Y",2
197000,5,8125,"New","Y","Y",2
348000,5,9452,"New","Y","Y",3
168000,9,17671,"Old","Y","Y",2
187000,8,9760,"Old","Y","Y",2
173900,5,8846,"New","Y","Y",2
337500,5,12456,"New","Y","Y",3
121600,7,4712,"Old","Y","Y",1
136500,6,10659,"Old","Y","Y",1
185000,6,11717,"Old","Y","Y",2
91000,4,9786,"Old","N","Y",1
206000,5,6762,"New","Y","Y",2
82000,3,10206,"Old","N","Y",2
86000,6,5400,"Old","Y","Y",1
232000,5,11957,"New","Y","Y",3
136905,6,11500,"New","Y","Y",2
181000,5,3182,"New","Y","Y",2
149900,8,8385,"New","Y","Y",1
163500,3,12155,"Old","Y","Y",2
88000,4,2217,"Old","Y","Y",1
240000,5,12118,"New","Y","Y",2
102000,5,6000,"Old","Y","N",0
135000,5,21286,"Old","Y","Y",1
100000,5,9825,"Old","N","N",0
165000,7,10592,"Old","Y","Y",1
85000,4,7200,"Old","N","Y",1
119200,5,11664,"Old","Y","Y",1
227000,6,8400,"New","Y","Y",2
203000,5,11883,"New","Y","Y",2
187500,5,5814,"New","Y","Y",2
160000,5,10784,"New","Y","Y",2
213490,5,3013,"New","Y","Y",2
176000,5,7024,"New","Y","Y",2
194000,5,7406,"New","Y","Y",2
87000,5,9439,"Old","Y","Y",1
191000,5,3182,"New","Y","Y",2
287000,6,15498,"New","Y","Y",2
112500,5,7700,"New","Y","Y",2
167500,5,9300,"Old","Y","Y",2
293077,5,9520,"New","Y","Y",3
105000,5,9492,"Old","Y","Y",1
118000,7,1680,"New","Y","Y",1
160000,8,7082,"Old","Y","N",0
197000,3,15863,"Old","Y","Y",2
310000,7,14541,"New","Y","Y",3
230000,5,8125,"New","Y","Y",3
119750,7,6305,"Old","Y","Y",1
84000,3,11500,"Old","N","Y",1
315500,5,12898,"New","Y","Y",3
287000,5,9240,"New","Y","Y",2
97000,6,1533,"Old","Y","N",0
80000,4,1477,"Old","Y","Y",1
155000,4,13125,"Old","Y","Y",2
173000,8,9130,"Old","Y","Y",2
196000,5,5381,"New","Y","Y",2
262280,5,11839,"New","Y","Y",2
278000,5,9600,"New","Y","Y",2
139600,5,13680,"Old","Y","Y",2
556581,5,16056,"New","Y","Y",3
145000,5,9245,"New","Y","Y",2
115000,4,21750,"Old","Y","Y",2
84900,7,11100,"Old","Y","Y",1
176485,5,8993,"New","Y","Y",2
200141,5,11175,"New","Y","Y",2
165000,6,9500,"Old","Y","Y",2
144500,6,8562,"Old","Y","Y",1
255000,5,11367,"New","Y","Y",2
180000,5,11361,"New","Y","Y",2
185850,5,7052,"New","Y","Y",2
248000,6,29959,"New","Y","Y",2
335000,5,11308,"New","Y","Y",3
220000,7,11275,"Old","Y","Y",2
213500,5,4920,"New","Y","Y",2
81000,4,18000,"Old","Y","Y",3
90000,5,13600,"Old","N","Y",2
110500,6,6000,"Old","Y","Y",2
154000,6,11000,"Old","Y","Y",2
328000,5,14000,"New","Y","Y",2
178000,7,7837,"New","Y","Y",2
167900,6,9760,"Old","Y","Y",2
151400,4,3964,"New","Y","Y",2
135000,7,9600,"Old","Y","Y",2
135000,5,10152,"Old","Y","Y",1
154000,6,11700,"Old","Y","Y",2
91500,3,7585,"Old","Y","Y",1
159500,6,7950,"New","Y","Y",2
194000,5,8556,"New","Y","Y",3
219500,6,13125,"Old","Y","Y",1
170000,8,10800,"Old","Y","Y",2
138800,5,15870,"Old","Y","Y",1
155900,5,4435,"New","Y","Y",2
126000,5,8775,"New","Y","Y",1
145000,7,11040,"New","Y","Y",2
133000,5,7500,"Old","Y","Y",1
192000,5,8749,"New","Y","Y",2
160000,6,8800,"Old","Y","Y",1
187500,5,13031,"New","Y","Y",2
147000,6,9069,"New","Y","Y",2
83500,5,1974,"New","Y","Y",1
252000,5,10574,"New","Y","Y",3
137500,5,2522,"New","Y","Y",2
197000,5,3316,"New","Y","Y",2
92900,4,8544,"Old","N","Y",2
160000,5,2160,"New","Y","Y",2
136500,5,8400,"Old","Y","Y",2
146000,8,9230,"Old","Y","Y",2
129000,7,5868,"Old","Y","Y",1
176432,5,9317,"New","Y","Y",2
127000,7,6882,"Old","Y","N",0
170000,5,3696,"New","Y","Y",2
128000,6,6000,"Old","Y","Y",1
157000,5,11880,"New","Y","Y",2
60000,5,8400,"Old","N","Y",1
119500,5,9758,"New","Y","Y",1
135000,7,7000,"Old","Y","Y",1
159500,6,8910,"Old","Y","Y",2
106000,5,2016,"Old","Y","Y",2
325000,5,12256,"New","Y","Y",2
179900,5,10357,"New","Y","Y",2
274725,5,23257,"New","Y","Y",2
181000,5,8063,"New","Y","Y",2
280000,5,11362,"New","Y","Y",3
188000,5,8000,"New","Y","Y",2
205000,6,10480,"New","Y","Y",2
129900,7,7100,"Old","Y","Y",1
134500,7,8923,"Old","Y","Y",1
117000,7,5400,"Old","Y","Y",1
318000,5,12085,"New","Y","Y",3
184100,5,7750,"New","Y","Y",2
130000,7,9764,"Old","Y","Y",2
140000,6,13825,"Old","Y","Y",1
133700,5,7560,"Old","Y","Y",1
118400,5,8263,"Old","Y","Y",1
212900,5,10084,"New","Y","Y",3
112000,3,8926,"Old","Y","Y",1
118000,9,9405,"Old","Y","N",0
163900,5,9125,"New","Y","Y",2
115000,5,10434,"Old","Y","Y",2
174000,5,3684,"New","Y","Y",3
259000,5,14572,"New","Y","Y",3
215000,5,11796,"New","Y","Y",2
140000,5,7200,"New","Y","Y",2
135000,3,7804,"Old","Y","Y",2
93500,5,10712,"New","Y","N",0
117500,4,9900,"Old","Y","Y",1
239500,5,9828,"New","Y","Y",2
169000,5,8773,"New","Y","Y",2
102000,5,6180,"Old","N","Y",1
119000,5,9600,"Old","Y","Y",1
94000,8,6342,"Old","N","N",0
196000,5,9819,"New","Y","Y",2
144000,5,8731,"Old","Y","Y",2
139000,7,7350,"Old","Y","Y",2
197500,7,10304,"New","Y","Y",2
424870,5,9965,"New","Y","Y",3
80000,3,9000,"Old","Y","N",0
80000,4,12180,"Old","N","Y",1
149000,6,6240,"Old","Y","Y",1
180000,5,11200,"New","Y","Y",2
174500,7,12000,"Old","Y","Y",1
116900,7,5700,"Old","Y","Y",1
143000,9,9000,"Old","Y","Y",2
124000,5,8280,"Old","Y","Y",1
149900,4,17755,"Old","Y","Y",2
230000,7,14115,"Old","Y","Y",2
120500,8,5890,"Old","Y","Y",1
201800,6,13700,"Old","Y","Y",2
218000,8,10768,"New","Y","Y",2
179900,8,9350,"Old","Y","Y",2
230000,5,5001,"New","Y","Y",2
235128,5,11932,"New","Y","Y",3
185000,6,9120,"New","Y","Y",2
146000,5,2280,"New","Y","Y",2
224000,7,14778,"Old","Y","Y",2
129000,5,8724,"Old","Y","Y",2
108959,4,12900,"Old","Y","Y",2
194000,7,16157,"New","Y","Y",2
233170,5,9541,"New","Y","Y",2
245350,5,10475,"New","Y","Y",3
173000,5,10852,"New","Y","Y",2
235000,7,13728,"Old","Y","Y",2
625000,5,35760,"New","Y","Y",3
171000,6,9880,"New","Y","Y",1
163000,6,9120,"Old","Y","Y",2
171900,5,4017,"New","Y","Y",2
200500,6,18030,"Old","Y","N",0
239000,8,16560,"Old","Y","Y",2
285000,5,10678,"New","Y","Y",2
119500,5,6951,"New","Y","Y",1
115000,8,3950,"Old","Y","Y",1
154900,6,7681,"Old","Y","Y",1
93000,5,8335,"Old","Y","N",0
250000,5,11170,"New","Y","Y",2
392500,5,5587,"New","Y","Y",2
745000,5,15623,"New","Y","Y",3
120000,6,10800,"Old","Y","Y",2
186700,4,35133,"Old","Y","Y",3
104900,7,9738,"Old","Y","Y",1
95000,5,10615,"Old","Y","Y",2
262000,5,12461,"New","Y","Y",3
195000,5,8935,"New","Y","Y",2
189000,5,7500,"New","Y","Y",2
168000,4,32463,"Old","Y","Y",4
174000,5,2645,"New","Y","Y",2
125000,8,9600,"Old","Y","Y",1
165000,5,4500,"New","Y","Y",2
158000,7,9364,"Old","Y","Y",1
176000,5,8029,"New","Y","Y",2
219210,5,14054,"New","Y","Y",3
144000,6,8850,"Old","Y","Y",1
178000,5,9100,"New","Y","Y",2
148000,5,11235,"Old","Y","Y",2
116050,5,9353,"Old","Y","Y",1
197900,5,10400,"New","Y","Y",2
117000,8,6000,"Old","Y","Y",1
213000,5,9750,"New","Y","Y",2
153500,6,10140,"New","Y","Y",2
271900,7,14684,"New","Y","Y",3
107000,4,8900,"Old","Y","Y",1
200000,5,9135,"New","Y","Y",2
140000,7,7763,"Old","Y","Y",2
290000,5,10182,"New","Y","Y",2
189000,5,11218,"New","Y","Y",2
164000,7,12134,"New","Y","Y",2
113000,6,9340,"Old","Y","Y",1
145000,9,10246,"Old","Y","Y",1
134500,5,10205,"Old","Y","Y",1
125000,5,7094,"Old","Y","Y",1
112000,5,8930,"New","Y","Y",2
229456,5,8640,"New","Y","Y",2
80500,5,6240,"Old","N","N",0
91500,5,1680,"New","Y","N",0
115000,5,7800,"Old","Y","Y",1
134000,5,8250,"Old","Y","Y",1
143000,6,10496,"Old","Y","Y",1
137900,3,10680,"Old","N","Y",2
184000,5,15384,"New","Y","Y",2
145000,8,10482,"Old","Y","Y",1
214000,5,14598,"New","Y","Y",3
147000,8,8872,"Old","Y","Y",2
367294,5,8769,"New","Y","Y",3
127000,5,7910,"Old","Y","Y",1
190000,5,18890,"New","Y","Y",2
132500,6,7728,"Old","Y","Y",2
101800,5,9842,"Old","Y","Y",2
142000,5,12160,"Old","Y","Y",2
130000,6,8525,"Old","N","N",0
138887,5,13132,"Old","Y","Y",1
175500,5,2628,"New","Y","Y",2
195000,5,12393,"New","Y","Y",2
142500,5,13072,"New","Y","Y",2
265900,5,9037,"New","Y","Y",2
224900,5,8158,"New","Y","Y",2
248328,6,9849,"New","Y","Y",3
170000,6,10625,"New","Y","Y",2
465000,5,13891,"New","Y","Y",3
230000,7,11435,"Old","Y","Y",2
178000,7,12090,"New","Y","Y",2
186500,5,8125,"New","Y","Y",2
169900,5,12328,"New","Y","Y",3
129500,5,9600,"Old","N","Y",2
119000,7,7200,"Old","Y","Y",1
244000,5,11160,"Old","Y","Y",2
171750,5,3136,"New","Y","Y",2
130000,6,9858,"Old","Y","Y",1
294000,7,17542,"New","Y","Y",2
165400,5,6931,"New","Y","Y",2
127500,6,6240,"Old","Y","Y",1
301500,5,14303,"New","Y","Y",2
99900,8,4060,"Old","Y","N",0
190000,5,9587,"New","Y","Y",2
151000,8,9750,"Old","Y","Y",2
181000,5,24682,"New","Y","Y",2
128900,6,9600,"Old","Y","Y",1
161500,5,11250,"Old","Y","Y",1
180500,6,13515,"Old","Y","Y",2
181000,5,4060,"New","Y","Y",2
183900,5,3735,"New","Y","Y",2
122000,4,10120,"Old","N","Y",1
378500,5,13214,"New","Y","Y",3
381000,9,14100,"Old","Y","Y",3
144000,5,11344,"Old","Y","Y",1
260000,6,23595,"New","Y","Y",2
185750,7,9156,"Old","Y","Y",2
137000,6,13526,"Old","Y","Y",1
177000,7,11512,"Old","Y","Y",1
139000,6,5362,"Old","Y","Y",2
137000,5,11345,"Old","Y","Y",2
162000,6,12936,"New","Y","Y",2
197900,5,17871,"Old","Y","Y",2
237000,5,9473,"New","Y","Y",2
68400,4,7500,"Old","Y","Y",2
227000,5,9808,"New","Y","Y",2
180000,5,8049,"New","Y","Y",2
150500,7,8800,"New","Y","Y",2
139000,5,9400,"New","Y","N",0
169000,7,9638,"Old","Y","Y",1
132500,6,6000,"Old","Y","Y",1
143000,5,9790,"Old","Y","Y",2
190000,5,36500,"Old","Y","Y",2
278000,5,5664,"New","Y","Y",2
281000,5,11065,"New","Y","Y",3
180500,7,14112,"Old","Y","Y",2
119500,7,1680,"New","Y","Y",1
107500,4,6600,"Old","N","Y",1
162900,5,10140,"New","Y","Y",2
115000,7,8172,"Old","Y","Y",2
138500,5,8400,"Old","Y","Y",1
155000,6,8700,"Old","Y","Y",2
140000,5,3675,"New","Y","Y",2
160000,5,63887,"New","Y","Y",2
154000,7,7500,"Old","Y","Y",1
225000,5,10762,"New","Y","Y",2
177500,7,7500,"Old","Y","Y",1
290000,5,10120,"New","Y","Y",3
232000,5,8688,"New","Y","Y",3
130000,5,3363,"New","Y","Y",2
325000,5,13173,"New","Y","Y",2
202500,5,6955,"New","Y","Y",2
138000,5,8072,"New","Y","Y",2
147000,7,12000,"Old","Y","Y",2
179200,5,7153,"New","Y","Y",2
335000,8,17500,"Old","Y","Y",2
203000,5,8814,"New","Y","Y",2
302000,5,9572,"New","Y","Y",2
333168,5,14774,"New","Y","Y",3
119000,6,8190,"Old","Y","Y",1
206900,5,11075,"Old","Y","Y",2
295493,5,10226,"New","Y","Y",3
208900,5,4230,"New","Y","Y",2
275000,5,14781,"New","Y","Y",3
111000,5,10215,"Old","Y","Y",1
156500,3,8400,"Old","Y","Y",2
72500,6,6627,"Old","N","Y",1
190000,5,10186,"New","Y","Y",2
82500,7,5330,"Old","Y","N",0
147000,5,9986,"New","Y","Y",3
55000,4,3636,"Old","N","N",0
79000,6,4270,"Old","Y","N",0
130500,9,6600,"New","Y","Y",1
256000,7,10440,"Old","Y","Y",2
176500,5,9084,"New","Y","Y",2
227000,5,10000,"New","Y","Y",3
132500,5,10780,"New","Y","Y",2
100000,6,8877,"Old","Y","Y",1
125500,6,7200,"Old","Y","Y",1
125000,6,2368,"Old","Y","Y",2
167900,5,9650,"New","Y","Y",2
135000,5,9246,"New","Y","Y",2
52500,4,4118,"Old","N","N",0
200000,5,13450,"New","Y","Y",2
128500,7,9560,"New","Y","Y",1
123000,5,8294,"New","Y","Y",4
155000,5,13695,"New","Y","Y",2
228500,5,9375,"New","Y","Y",2
177000,6,7558,"Old","Y","Y",2
155835,5,11103,"New","Y","Y",2
108500,4,6000,"Old","Y","Y",1
262500,7,20781,"Old","Y","Y",2
283463,5,15306,"New","Y","Y",3
215000,5,16196,"New","Y","Y",2
122000,5,5250,"Old","N","N",0
200000,5,11643,"Old","Y","Y",4
171000,6,9247,"Old","Y","Y",2
134900,9,6000,"Old","Y","Y",2
410000,5,14720,"New","Y","Y",3
235000,5,10316,"New","Y","Y",3
170000,6,10192,"Old","Y","Y",2
110000,5,9477,"Old","Y","Y",1
149900,6,12537,"New","Y","Y",2
177500,5,2117,"New","Y","Y",2
315000,5,16737,"New","Y","Y",3
189000,6,9842,"Old","Y","Y",2
260000,5,16158,"New","Y","Y",2
104900,4,12513,"Old","Y","Y",1
156932,5,8499,"New","Y","Y",2
144152,5,3180,"New","Y","Y",2
216000,5,7500,"New","Y","Y",2
193000,5,9179,"New","Y","Y",2
127000,6,2665,"New","Y","Y",1
144000,5,4435,"New","Y","Y",2
232000,5,10635,"New","Y","Y",2
105000,6,5400,"Old","Y","Y",1
165500,6,9600,"Old","Y","Y",1
274300,6,9750,"New","Y","Y",2
466500,5,11400,"New","Y","Y",3
250000,5,10625,"New","Y","Y",3
239000,5,10991,"New","Y","Y",3
91000,5,6292,"Old","N","Y",1
117000,5,10998,"Old","Y","Y",2
83000,5,1953,"New","Y","Y",1
167500,5,9735,"New","Y","Y",2
58500,3,8212,"Old","N","Y",1
237500,7,12925,"Old","Y","Y",2
157000,7,7200,"Old","Y","Y",2
112000,7,25339,"Old","Y","Y",2
105000,5,9060,"Old","Y","Y",1
125500,8,5436,"Old","Y","Y",1
250000,5,16692,"New","Y","Y",2
136000,7,8520,"Old","N","Y",1
377500,5,14892,"New","Y","Y",3
131000,6,6000,"Old","Y","Y",2
235000,5,9100,"New","Y","Y",2
124000,5,8944,"Old","Y","Y",3
123000,5,7838,"Old","Y","Y",1
163000,7,10800,"Old","N","Y",2
246578,5,4045,"New","Y","Y",3
281213,5,12665,"New","Y","Y",3
160000,5,57200,"Old","Y","Y",2
137500,8,6120,"Old","Y","Y",1
138000,4,7200,"Old","Y","Y",1
137450,6,6171,"Old","Y","Y",1
120000,7,6000,"Old","Y","Y",1
193000,5,7415,"New","Y","Y",2
193879,5,6762,"New","Y","Y",2
282922,5,15256,"New","Y","Y",3
105000,4,10410,"Old","Y","Y",3
275000,5,3842,"New","Y","Y",2
133000,7,8445,"New","Y","Y",2
112000,5,8780,"New","Y","N",0
125500,7,7740,"Old","Y","Y",2
215000,6,20544,"New","Y","Y",2
230000,5,12420,"New","Y","Y",2
140000,8,9600,"Old","Y","Y",1
90000,5,7200,"Old","N","Y",2
257000,5,10994,"New","Y","Y",2
207000,7,13053,"Old","Y","Y",2
175900,5,3635,"New","Y","Y",3
122500,6,11340,"Old","Y","Y",2
340000,5,16545,"New","Y","Y",3
124000,5,9204,"Old","Y","Y",1
223000,5,16381,"Old","Y","Y",2
179900,6,11700,"Old","Y","Y",2
127500,5,4043,"New","Y","Y",2
136500,5,4435,"New","Y","Y",2
274970,7,19690,"Old","Y","Y",2
144000,5,9503,"Old","Y","Y",1
142000,6,10721,"Old","Y","Y",2
271000,5,10944,"New","Y","Y",2
140000,6,10930,"Old","Y","Y",1
119000,7,7200,"Old","Y","Y",1
182900,7,12546,"New","Y","Y",2
192140,5,21930,"New","Y","Y",2
143750,6,4928,"New","Y","Y",2
64500,6,10800,"Old","Y","Y",1
186500,5,10261,"New","Y","Y",2
160000,5,17400,"New","Y","Y",2
174000,9,8400,"Old","Y","Y",2
120500,6,9000,"New","Y","Y",2
394617,5,12444,"New","Y","Y",3
149700,7,7407,"Old","Y","Y",2
